model linking_length pyfof_grp N clump_mass[Msol] com_x[kpc] com_y[kpc] com_z[kpc] max_r[kpc] clump_r_avg[kpc] r[kpc] avg_temp[K] avg_pressure[Pa] avg_nHden[cm^-3] vdist[km/s] entropy[K/(Msolkpc**3)**(2/3)]
GM3SI1 1.00 137 2 428626.72 -143.69 -51.05 2.22 0.20 0.20 152.50 34000.86 2455827.38 0.0000000879 4.10 6825449509468360065155072.00
GM3SI1 1.00 138 10 2045818.93 -51.04 -45.03 -23.45 1.24 0.57 71.99 14477.87 10849497.09 0.0000431711 4.97 597238358968423325630464.00
GM3SI1 1.00 139 21 4404399.44 -3.31 -8.14 -20.44 0.87 0.38 22.25 9817.76 63047026.92 0.0184459500 10.42 70682346553556173062144.00
GM3SI1 1.00 140 20 4209940.45 -19.25 -16.74 -20.75 1.70 0.60 32.88 10265.80 38178015.33 0.0074167625 15.67 125078928400257009057792.00
GM3SI1 1.00 141 2 365688.05 -25.21 -44.50 33.76 0.54 0.46 61.29 50470.13 13662424.55 0.0000002834 4.23 4173348472674078741757952.00
GM3SI1 1.00 142 2 424279.97 -9.05 -13.55 -20.56 0.09 0.09 26.23 31691.12 17675045.02 0.0000030057 15.70 1605917694768192272990208.00
GM3SI1 1.00 143 3 636384.47 -14.09 -17.41 -25.11 0.20 0.16 33.64 19815.61 11478271.71 0.0000149580 11.21 974959026182751252381696.00
GM3SI1 1.00 144 16 3422246.65 -16.51 -16.50 -20.16 0.92 0.45 30.84 10875.23 39916821.34 0.0061973442 14.40 127722944070609155391488.00
GM3SI1 1.00 146 2 436526.00 -5.08 -11.05 -17.33 0.03 0.03 21.17 13095.55 33733099.38 0.0018834492 2.52 212555398401757164863488.00
GM3SI1 1.00 147 18 3829911.80 -5.80 -11.84 -18.39 1.31 0.56 22.63 10496.07 47590277.28 0.0107661109 19.58 106947492327514632617984.00
GM3SI1 1.00 148 4 893063.92 -17.31 -13.06 -9.11 0.43 0.34 23.52 13244.00 21037878.86 0.0004915627 10.61 314205428728210443468800.00
